DISTRICT,SCHOOL,BEDSCODE,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO,GNUMERATOR_FOSTER_YES,GDENOM_FOSTER_YES,GPERCENT_FOSTER_YES,GNUMERATOR_FOSTER_NO,GDENOM_FOSTER_NO,GPERCENT_FOSTER_NO
Spartanburg 7,DISTRICT WITH CHARTER,4207999,415,481,86.28,194,235,82.55,221,246,89.84,152,169,89.94,209,247,84.62,32,41,78.05,-1,-1,-1.00,21,22,95.45,383,417,91.85,32,64,50.00,181,187,96.79,230,265,86.79,415,480,86.46,-1,-1,-1.00,385,446,86.32,30,35,85.71,21,25,84.00,394,456,86.40,-1,-1,-1.00,414,479,86.43
Sumter,SUMTER HIGH,4301024,527,662,79.61,262,354,74.01,265,308,86.04,169,204,82.84,347,442,78.51,7,12,58.33,,,,-1,-1,-1.00,487,570,85.44,40,92,43.48,199,209,95.22,286,341,83.87,527,662,79.61,,,,521,651,80.03,6,11,54.55,9,11,81.82,518,651,79.57,-1,-1,-1.00,524,655,80.00
Sumter,CRESTWOOD HIGH,4301042,269,323,83.28,141,179,78.77,128,144,88.89,64,84,76.19,181,213,84.98,14,15,93.33,-1,-1,-1.00,10,10,100.00,239,269,88.85,30,54,55.56,90,92,97.83,165,193,85.49,269,323,83.28,,,,263,316,83.23,-1,-1,-1.00,8,11,72.73,261,312,83.65,-1,-1,-1.00,269,322,83.54
Sumter,LAKEWOOD HIGH,4301043,265,329,80.55,131,170,77.06,134,159,84.28,102,127,80.31,148,185,80.00,11,13,84.62,-1,-1,-1.00,-1,-1,-1.00,232,270,85.93,33,59,55.93,78,80,97.50,173,200,86.50,265,329,80.55,,,,260,324,80.25,-1,-1,-1.00,-1,-1,-1.00,261,320,81.56,-1,-1,-1.00,264,327,80.73
Sumter,DISTRICT NO CHARTER,4301888,1061,1314,80.75,534,703,75.96,527,611,86.25,335,415,80.72,676,840,80.48,32,40,80.00,-1,-1,-1.00,16,16,100.00,958,1109,86.38,103,205,50.24,367,381,96.33,624,734,85.01,1061,1314,80.75,,,,1044,1291,80.87,17,23,73.91,21,31,67.74,1040,1283,81.06,4,10,40.00,1057,1304,81.06
Sumter,DISTRICT WITH CHARTER,4301999,1061,1314,80.75,534,703,75.96,527,611,86.25,335,415,80.72,676,840,80.48,32,40,80.00,-1,-1,-1.00,16,16,100.00,958,1109,86.38,103,205,50.24,367,381,96.33,624,734,85.01,1061,1314,80.75,,,,1044,1291,80.87,17,23,73.91,21,31,67.74,1040,1283,81.06,4,10,40.00,1057,1304,81.06
Union,UNION COUNTY HIGH,4401005,228,300,76.00,123,167,73.65,105,133,78.95,119,170,70.00,103,121,85.12,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,200,251,79.68,28,49,57.14,86,88,97.73,126,155,81.29,228,300,76.00,,,,226,298,75.84,-1,-1,-1.00,-1,-1,-1.00,227,298,76.17,,,,228,300,76.00
Union,DISTRICT NO CHARTER,4401888,228,300,76.00,123,167,73.65,105,133,78.95,119,170,70.00,103,121,85.12,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,200,251,79.68,28,49,57.14,86,88,97.73,126,155,81.29,228,300,76.00,,,,226,298,75.84,-1,-1,-1.00,-1,-1,-1.00,227,298,76.17,,,,228,300,76.00
Union,DISTRICT WITH CHARTER,4401999,228,300,76.00,123,167,73.65,105,133,78.95,119,170,70.00,103,121,85.12,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,200,251,79.68,28,49,57.14,86,88,97.73,126,155,81.29,228,300,76.00,,,,226,298,75.84,-1,-1,-1.00,-1,-1,-1.00,227,298,76.17,,,,228,300,76.00
Williamsburg,HEMINGWAY HIGH,4501006,57,75,76.00,35,48,72.92,22,27,81.48,-1,-1,-1.00,50,66,75.76,,,,,,,-1,-1,-1.00,50,58,86.21,7,17,41.18,8,10,80.00,49,60,81.67,57,75,76.00,,,,56,74,75.68,-1,-1,-1.00,,,,57,75,76.00,-1,-1,-1.00,56,73,76.71
Williamsburg,KINGSTREE SENIOR HIGH,4501008,150,186,80.65,65,93,69.89,85,93,91.40,-1,-1,-1.00,145,176,82.39,-1,-1,-1.00,,,,,,,138,155,89.03,12,31,38.71,25,25,100.00,125,147,85.03,150,186,80.65,,,,150,186,80.65,,,,-1,-1,-1.00,149,184,80.98,-1,-1,-1.00,148,182,81.32
Williamsburg,C. E. MURRAY HIGH,4501012,72,85,84.71,34,43,79.07,38,42,90.48,-1,-1,-1.00,71,83,85.54,-1,-1,-1.00,,,,,,,70,78,89.74,-1,-1,-1.00,16,17,94.12,53,61,86.89,72,85,84.71,,,,67,79,84.81,-1,-1,-1.00,,,,72,85,84.71,-1,-1,-1.00,70,83,84.34
Williamsburg,DISTRICT NO CHARTER,4501888,279,346,80.64,134,184,72.83,145,162,89.51,9,17,52.94,266,325,81.85,-1,-1,-1.00,,,,-1,-1,-1.00,258,291,88.66,21,55,38.18,49,52,94.23,227,268,84.70,279,346,80.64,,,,273,339,80.53,-1,-1,-1.00,-1,-1,-1.00,278,344,80.81,-1,-1,-1.00,274,338,81.07
Williamsburg,DISTRICT WITH CHARTER,4501999,279,346,80.64,134,184,72.83,145,162,89.51,9,17,52.94,266,325,81.85,-1,-1,-1.00,,,,-1,-1,-1.00,258,291,88.66,21,55,38.18,49,52,94.23,227,268,84.70,279,346,80.64,,,,273,339,80.53,-1,-1,-1.00,-1,-1,-1.00,278,344,80.81,-1,-1,-1.00,274,338,81.07
York 1 (York),YORK COMPREHENSIVE HIGH,4601003,362,426,84.98,179,223,80.27,183,203,90.15,242,291,83.16,84,96,87.50,25,26,96.15,-1,-1,-1.00,-1,-1,-1.00,339,382,88.74,23,44,52.27,155,160,96.88,193,216,89.35,362,426,84.98,,,,345,408,84.56,17,18,94.44,-1,-1,-1.00,359,421,85.27,-1,-1,-1.00,362,423,85.58
York 1 (York),DISTRICT NO CHARTER,4601888,364,428,85.05,181,225,80.44,183,203,90.15,243,292,83.22,85,97,87.63,25,26,96.15,-1,-1,-1.00,-1,-1,-1.00,341,384,88.80,23,44,52.27,155,160,96.88,195,218,89.45,364,428,85.05,,,,347,410,84.63,17,18,94.44,-1,-1,-1.00,361,423,85.34,-1,-1,-1.00,364,425,85.65
York 1 (York),DISTRICT WITH CHARTER,4601999,364,428,85.05,181,225,80.44,183,203,90.15,243,292,83.22,85,97,87.63,25,26,96.15,-1,-1,-1.00,-1,-1,-1.00,341,384,88.80,23,44,52.27,155,160,96.88,195,218,89.45,364,428,85.05,,,,347,410,84.63,17,18,94.44,-1,-1,-1.00,361,423,85.34,-1,-1,-1.00,364,425,85.65
York 2 (Clover),CLOVER HIGH,4602010,521,572,91.08,267,297,89.90,254,275,92.36,416,456,91.23,54,61,88.52,21,23,91.30,8,10,80.00,22,22,100.00,492,524,93.89,29,48,60.42,347,356,97.47,146,172,84.88,521,572,91.08,,,,509,559,91.06,12,13,92.31,16,20,80.00,505,552,91.49,-1,-1,-1.00,519,570,91.05
York 2 (Clover),DISTRICT NO CHARTER,4602888,521,572,91.08,267,297,89.90,254,275,92.36,416,456,91.23,54,61,88.52,21,23,91.30,8,10,80.00,22,22,100.00,492,524,93.89,29,48,60.42,347,356,97.47,146,172,84.88,521,572,91.08,,,,509,559,91.06,12,13,92.31,16,20,80.00,505,552,91.49,-1,-1,-1.00,519,570,91.05
York 2 (Clover),DISTRICT WITH CHARTER,4602999,521,572,91.08,267,297,89.90,254,275,92.36,416,456,91.23,54,61,88.52,21,23,91.30,8,10,80.00,22,22,100.00,492,524,93.89,29,48,60.42,347,356,97.47,146,172,84.88,521,572,91.08,,,,509,559,91.06,12,13,92.31,16,20,80.00,505,552,91.49,-1,-1,-1.00,519,570,91.05
York 3 (Rock Hill),NORTHWESTERN HIGH,4603016,408,464,87.93,201,244,82.38,207,220,94.09,196,214,91.59,164,194,84.54,33,41,80.49,-1,-1,-1.00,13,13,100.00,353,382,92.41,55,82,67.07,232,236,98.31,170,200,85.00,408,464,87.93,,,,387,437,88.56,21,27,77.78,-1,-1,-1.00,405,457,88.62,,,,408,464,87.93
York 3 (Rock Hill),ROCK HILL HIGH,4603017,420,516,81.40,206,249,82.73,214,267,80.15,222,271,81.92,137,165,83.03,36,48,75.00,12,17,70.59,13,15,86.67,347,412,84.22,73,104,70.19,209,216,96.76,196,234,83.76,420,516,81.40,,,,390,473,82.45,30,43,69.77,-1,-1,-1.00,415,507,81.85,-1,-1,-1.00,419,512,81.84
York 3 (Rock Hill),SOUTH POINTE HIGH,4603041,265,333,79.58,121,161,75.16,144,172,83.72,117,148,79.05,135,172,78.49,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,235,273,86.08,30,60,50.00,119,132,90.15,140,176,79.55,265,333,79.58,,,,263,331,79.46,-1,-1,-1.00,8,13,61.54,257,320,80.31,-1,-1,-1.00,264,331,79.76
York 3 (Rock Hill),DISTRICT NO CHARTER,4603888,1093,1313,83.24,528,654,80.73,565,659,85.74,535,633,84.52,436,531,82.11,77,97,79.38,16,21,76.19,30,32,93.75,935,1067,87.63,158,246,64.23,560,584,95.89,506,610,82.95,1093,1313,83.24,,,,1040,1241,83.80,53,72,73.61,16,29,55.17,1077,1284,83.88,-1,-1,-1.00,1091,1307,83.47
York 3 (Rock Hill),DISTRICT WITH CHARTER,4603999,1093,1313,83.24,528,654,80.73,565,659,85.74,535,633,84.52,436,531,82.11,77,97,79.38,16,21,76.19,30,32,93.75,935,1067,87.63,158,246,64.23,560,584,95.89,506,610,82.95,1093,1313,83.24,,,,1040,1241,83.80,53,72,73.61,16,29,55.17,1077,1284,83.88,-1,-1,-1.00,1091,1307,83.47
York 4 (Fort Mill),FORT MILL HIGH,4604036,502,531,94.54,250,270,92.59,252,261,96.55,397,416,95.43,64,72,88.89,29,29,100.00,,,,13,15,86.67,458,479,95.62,44,52,84.62,409,417,98.08,91,101,90.10,502,531,94.54,,,,491,518,94.79,11,13,84.62,-1,-1,-1.00,498,524,95.04,-1,-1,-1.00,501,530,94.53
York 4 (Fort Mill),NATION FORD HIGH,4604054,456,484,94.21,228,245,93.06,228,239,95.40,316,332,95.18,67,77,87.01,46,48,95.83,-1,-1,-1.00,25,25,100.00,430,449,95.77,26,35,74.29,357,361,98.89,97,111,87.39,456,484,94.21,,,,430,457,94.09,26,27,96.30,-1,-1,-1.00,451,477,94.55,,,,456,484,94.21
York 4 (Fort Mill),DISTRICT NO CHARTER,4604888,958,1015,94.38,478,515,92.82,480,500,96.00,713,748,95.32,131,149,87.92,75,77,97.40,-1,-1,-1.00,38,40,95.00,888,928,95.69,70,87,80.46,766,778,98.46,188,212,88.68,958,1015,94.38,,,,921,975,94.46,37,40,92.50,9,14,64.29,949,1001,94.81,-1,-1,-1.00,957,1014,94.38
York 4 (Fort Mill),DISTRICT WITH CHARTER,4604999,958,1015,94.38,478,515,92.82,480,500,96.00,713,748,95.32,131,149,87.92,75,77,97.40,-1,-1,-1.00,38,40,95.00,888,928,95.69,70,87,80.46,766,778,98.46,188,212,88.68,958,1015,94.38,,,,921,975,94.46,37,40,92.50,9,14,64.29,949,1001,94.81,-1,-1,-1.00,957,1014,94.38
SC Public Charter District,CALHOUN FALLS CHARTER SCHOOL,4701002,22,26,84.62,9,11,81.82,13,15,86.67,-1,-1,-1.00,16,18,88.89,,,,,,,,,,21,23,91.30,-1,-1,-1.00,-1,-1,-1.00,17,20,85.00,22,26,84.62,,,,22,26,84.62,,,,,,,22,26,84.62,,,,22,26,84.62
SC Public Charter District,SC CONNECTIONS ACADEMY,4701003,404,670,60.30,150,278,53.96,254,392,64.80,327,540,60.56,50,76,65.79,17,31,54.84,6,15,40.00,4,11,36.36,373,598,62.37,31,72,43.06,222,256,86.72,134,232,57.76,404,670,60.30,,,,401,663,60.48,-1,-1,-1.00,-1,-1,-1.00,400,663,60.33,-1,-1,-1.00,403,669,60.24
SC Public Charter District,SC VIRTUAL CHARTER SCHOOL,4701004,228,632,36.08,71,227,31.28,157,405,38.77,174,498,34.94,42,106,39.62,6,19,31.58,-1,-1,-1.00,-1,-1,-1.00,214,560,38.21,14,72,19.44,109,157,69.43,107,243,44.03,228,632,36.08,,,,226,623,36.28,-1,-1,-1.00,4,16,25.00,224,616,36.36,-1,-1,-1.00,227,631,35.97
SC Public Charter District,ODYSSEY ONLINE LEARNING SCHOOL,4701008,57,165,34.55,22,75,29.33,35,90,38.89,50,134,37.31,5,19,26.32,2,11,18.18,,,,,,,52,147,35.37,5,18,27.78,30,48,62.50,16,52,30.77,57,165,34.55,,,,56,160,35.00,-1,-1,-1.00,,,,57,165,34.55,,,,57,165,34.55
SC Public Charter District,PALMETTO SCHOLARS ACADEMY,4701010,46,46,100.00,27,27,100.00,19,19,100.00,28,28,100.00,12,12,100.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,46,46,100.00,,,,36,36,100.00,-1,-1,-1.00,46,46,100.00,,,,46,46,100.00,,,,,,,46,46,100.00,,,,46,46,100.00
SC Public Charter District,YORK PREPARATORY ACADEMY,4701011,76,84,90.48,46,53,86.79,30,31,96.77,59,67,88.06,13,13,100.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,68,73,93.15,8,11,72.73,43,47,91.49,26,28,92.86,76,84,90.48,,,,75,82,91.46,-1,-1,-1.00,,,,76,84,90.48,,,,76,84,90.48
SC Public Charter District,SC WHITMORE SCHOOL,4701014,71,175,40.57,27,72,37.50,44,103,42.72,53,134,39.55,13,26,50.00,4,11,36.36,-1,-1,-1.00,,,,66,153,43.14,5,22,22.73,41,59,69.49,26,64,40.63,71,175,40.57,,,,69,168,41.07,-1,-1,-1.00,-1,-1,-1.00,69,170,40.59,,,,71,175,40.57
SC Public Charter District,ROYAL LIVE OAKS ACADEMY FOR THE ARTS AND SCIENCES CHARTER,4701015,19,28,67.86,11,18,61.11,8,10,80.00,-1,-1,-1.00,9,13,69.23,-1,-1,-1.00,,,,,,,17,24,70.83,-1,-1,-1.00,-1,-1,-1.00,11,15,73.33,19,28,67.86,,,,14,19,73.68,-1,-1,-1.00,-1,-1,-1.00,17,25,68.00,,,,19,28,67.86
SC Public Charter District,FOX CREEK CHARTER HIGH,4701020,146,162,90.12,78,92,84.78,68,70,97.14,116,129,89.92,24,26,92.31,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,136,148,91.89,10,14,71.43,92,93,98.92,52,56,92.86,146,162,90.12,,,,142,157,90.45,-1,-1,-1.00,-1,-1,-1.00,146,161,90.68,,,,146,162,90.12
SC Public Charter District,MIDLANDS MIDDLE COLLEGE,4701021,81,99,81.82,44,55,80.00,37,44,84.09,49,61,80.33,29,33,87.88,,,,-1,-1,-1.00,-1,-1,-1.00,75,89,84.27,6,10,60.00,34,37,91.89,43,52,82.69,81,99,81.82,,,,79,96,82.29,-1,-1,-1.00,-1,-1,-1.00,79,94,84.04,,,,81,99,81.82
SC Public Charter District,COASTAL LEADERSHIP ACADEMY,4701022,31,38,81.58,16,20,80.00,15,18,83.33,25,30,83.33,-1,-1,-1.00,-1,-1,-1.00,,,,,,,27,33,81.82,-1,-1,-1.00,10,11,90.91,21,25,84.00,31,38,81.58,,,,28,35,80.00,-1,-1,-1.00,-1,-1,-1.00,31,37,83.78,,,,31,38,81.58
SC Public Charter District,LOWCOUNTRY LEADERSHIP CHARTER SCHOOL,4701023,29,32,90.63,11,14,78.57,18,18,100.00,19,20,95.00,-1,-1,-1.00,,,,-1,-1,-1.00,-1,-1,-1.00,27,27,100.00,-1,-1,-1.00,14,14,100.00,15,17,88.24,29,32,90.63,,,,29,32,90.63,,,,,,,29,32,90.63,,,,29,32,90.63
SC Public Charter District,CYBER ACADEMY OF SOUTH CAROLINA,4701024,90,178,50.56,37,85,43.53,53,93,56.99,59,116,50.86,23,42,54.76,4,10,40.00,-1,-1,-1.00,,,,73,143,51.05,17,35,48.57,34,39,87.18,50,70,71.43,90,178,50.56,,,,89,176,50.57,-1,-1,-1.00,-1,-1,-1.00,88,171,51.46,,,,90,178,50.56
SC Public Charter District,GREEN CHARTER SCHOOL,4701026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Public Charter District,BRIDGES PREPARATORY SCHOOL,4701027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Public Charter District,SOUTH CAROLINA SCIENCE ACADEMY,4701028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Public Charter District,GRAY COLLEGIATE ACADEMY,4701031,108,125,86.40,52,60,86.67,56,65,86.15,75,88,85.23,23,27,85.19,-1,-1,-1.00,,,,,,,105,121,86.78,-1,-1,-1.00,70,74,94.59,33,36,91.67,108,125,86.40,,,,100,116,86.21,-1,-1,-1.00,,,,108,125,86.40,,,,108,125,86.40
SC Public Charter District,HIGH POINT ACADEMY,4701034,44,51,86.27,20,25,80.00,24,26,92.31,33,38,86.84,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,,,,42,49,85.71,-1,-1,-1.00,32,35,91.43,12,13,92.31,44,51,86.27,,,,37,42,88.10,-1,-1,-1.00,-1,-1,-1.00,43,50,86.00,,,,44,51,86.27
SC Public Charter District,LOWCOUNTRY MONTESSORI SCHOOL,4701037,18,19,94.74,12,13,92.31,-1,-1,-1.00,15,15,100.00,-1,-1,-1.00,,,,,,,,,,12,13,92.31,-1,-1,-1.00,-1,-1,-1.00,9,10,90.00,18,19,94.74,,,,18,19,94.74,,,,-1,-1,-1.00,17,18,94.44,,,,18,19,94.74
SC Public Charter District,NEXT HIGH,4701039,31,54,57.41,17,31,54.84,14,23,60.87,30,53,56.60,-1,-1,-1.00,,,,,,,,,,29,47,61.70,-1,-1,-1.00,18,21,85.71,8,16,50.00,31,54,57.41,,,,31,54,57.41,,,,-1,-1,-1.00,31,52,59.62,,,,31,54,57.41
SC Public Charter District,OCEANSIDE COLLEGIATE ACADEMY,4701041,76,80,95.00,48,50,96.00,28,30,93.33,56,59,94.92,11,12,91.67,-1,-1,-1.00,-1,-1,-1.00,,,,74,77,96.10,-1,-1,-1.00,58,59,98.31,15,17,88.24,76,80,95.00,,,,76,80,95.00,,,,-1,-1,-1.00,75,79,94.94,,,,76,80,95.00
SC Public Charter District,GREENVILLE TECHNICAL CHARTER HIGH SCHOOL,4701043,99,100,99.00,46,47,97.87,53,53,100.00,67,68,98.53,12,12,100.00,17,17,100.00,-1,-1,-1.00,19,19,100.00,94,95,98.95,-1,-1,-1.00,69,70,98.57,30,30,100.00,99,100,99.00,,,,90,91,98.90,-1,-1,-1.00,-1,-1,-1.00,98,99,98.99,,,,99,100,99.00
SC Public Charter District,BRASHIER MIDDLE COLLEGE,4701046,100,102,98.04,51,51,100.00,49,51,96.08,76,77,98.70,17,18,94.44,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,96,98,97.96,-1,-1,-1.00,83,84,98.81,17,18,94.44,100,102,98.04,,,,96,98,97.96,-1,-1,-1.00,,,,100,102,98.04,,,,100,102,98.04
SC Public Charter District,GREER MIDDLE COLLEGE CHARTER HIGH,4701047,97,101,96.04,40,43,93.02,57,58,98.28,87,90,96.67,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,88,92,95.65,-1,-1,-1.00,75,75,100.00,22,24,91.67,97,101,96.04,,,,93,97,95.88,-1,-1,-1.00,,,,97,101,96.04,,,,97,101,96.04
SC Public Charter District,LEGACY EARLY COLLEGE,4701048,48,56,85.71,17,23,73.91,31,33,93.94,,,,37,44,84.09,10,11,90.91,,,,-1,-1,-1.00,44,52,84.62,-1,-1,-1.00,-1,-1,-1.00,39,44,88.64,48,56,85.71,,,,41,48,85.42,-1,-1,-1.00,-1,-1,-1.00,47,55,85.45,-1,-1,-1.00,47,55,85.45
SC Public Charter District,DISTRICT NO CHARTER,4701888,1921,3023,63.55,852,1370,62.19,1069,1653,64.67,1409,2260,62.35,360,526,68.44,101,156,64.74,20,42,47.62,39,48,81.25,1779,2708,65.69,142,315,45.08,1095,1241,88.24,711,1090,65.23,1921,3023,63.55,,,,1858,2928,63.46,63,95,66.32,21,52,40.38,1900,2971,63.95,-1,-1,-1.00,1918,3020,63.51
SC Public Charter District,DISTRICT WITH CHARTER,4701999,1921,3023,63.55,852,1370,62.19,1069,1653,64.67,1409,2260,62.35,360,526,68.44,101,156,64.74,20,42,47.62,39,48,81.25,1779,2708,65.69,142,315,45.08,1095,1241,88.24,711,1090,65.23,1921,3023,63.55,,,,1858,2928,63.46,63,95,66.32,21,52,40.38,1900,2971,63.95,-1,-1,-1.00,1918,3020,63.51
SC School for the Deaf and the Blind,SC SCHOOL FOR THE DEAF AND THE BLIND,5207000,15,27,55.56,8,12,66.67,7,15,46.67,-1,-1,-1.00,7,17,41.18,-1,-1,-1.00,,,,,,,,,,15,27,55.56,-1,-1,-1.00,12,23,52.17,15,27,55.56,,,,11,23,47.83,-1,-1,-1.00,-1,-1,-1.00,11,23,47.83,,,,15,27,55.56
SC School for the Deaf and the Blind,DISTRICT NO CHARTER,5207888,15,27,55.56,8,12,66.67,7,15,46.67,-1,-1,-1.00,7,17,41.18,-1,-1,-1.00,,,,,,,,,,15,27,55.56,-1,-1,-1.00,12,23,52.17,15,27,55.56,,,,11,23,47.83,-1,-1,-1.00,-1,-1,-1.00,11,23,47.83,,,,15,27,55.56
SC School for the Deaf and the Blind,DISTRICT WITH CHARTER,5207999,15,27,55.56,8,12,66.67,7,15,46.67,-1,-1,-1.00,7,17,41.18,-1,-1,-1.00,,,,,,,,,,15,27,55.56,-1,-1,-1.00,12,23,52.17,15,27,55.56,,,,11,23,47.83,-1,-1,-1.00,-1,-1,-1.00,11,23,47.83,,,,15,27,55.56
SC Department of Juvenile Justice,SC DEPARTMENT OF JUVENILE JUSTICE,5208000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Department of Juvenile Justice,DISTRICT NO CHARTER,5208888,5,669,0.75,5,509,0.98,0,159,0.00,1,250,0.40,4,385,1.04,0,30,0.00,-1,-1,-1.00,,,,2,516,0.39,3,153,1.96,0,27,0.00,5,210,2.38,5,669,0.75,,,,5,655,0.76,0,14,0.00,0,22,0.00,5,647,0.77,0,14,0.00,5,655,0.76
SC Department of Juvenile Justice,DISTRICT WITH CHARTER,5208999,5,669,0.75,5,509,0.98,0,159,0.00,1,250,0.40,4,385,1.04,0,30,0.00,-1,-1,-1.00,,,,2,516,0.39,3,153,1.96,0,27,0.00,5,210,2.38,5,669,0.75,,,,5,655,0.76,0,14,0.00,0,22,0.00,5,647,0.77,0,14,0.00,5,655,0.76
SC Department of Corrections,PALMETTO UNIFIED SCHOOL DISTRICT,5209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Department of Corrections,DISTRICT NO CHARTER,5209888,0,1186,0.00,0,1119,0.00,0,62,0.00,0,325,0.00,0,823,0.00,0,25,0.00,-1,-1,-1.00,-1,-1,-1.00,0,989,0.00,0,197,0.00,0,52,0.00,0,256,0.00,0,1186,0.00,,,,0,1186,0.00,,,,-1,-1,-1.00,0,1179,0.00,-1,-1,-1.00,0,1185,0.00
SC Department of Corrections,DISTRICT WITH CHARTER,5209999,0,1186,0.00,0,1119,0.00,0,62,0.00,0,325,0.00,0,823,0.00,0,25,0.00,-1,-1,-1.00,-1,-1,-1.00,0,989,0.00,0,197,0.00,0,52,0.00,0,256,0.00,0,1186,0.00,,,,0,1186,0.00,,,,-1,-1,-1.00,0,1179,0.00,-1,-1,-1.00,0,1185,0.00
Governor's Schools,SC GOVERNOR'S SCHOOL FOR ARTS AND HUMANITIES,5364001,110,113,97.35,48,50,96.00,62,63,98.41,82,82,100.00,17,17,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,109,112,97.32,-1,-1,-1.00,88,88,100.00,19,19,100.00,110,113,97.35,,,,106,109,97.25,-1,-1,-1.00,,,,110,113,97.35,,,,110,113,97.35
Governor's Schools,DISTRICT NO CHARTER,5364888,110,113,97.35,48,50,96.00,62,63,98.41,82,82,100.00,17,17,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,109,112,97.32,-1,-1,-1.00,88,88,100.00,19,19,100.00,110,113,97.35,,,,106,109,97.25,-1,-1,-1.00,,,,110,113,97.35,,,,110,113,97.35
Governor's Schools,DISTRICT WITH CHARTER,5364999,110,113,97.35,48,50,96.00,62,63,98.41,82,82,100.00,17,17,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,109,112,97.32,-1,-1,-1.00,88,88,100.00,19,19,100.00,110,113,97.35,,,,106,109,97.25,-1,-1,-1.00,,,,110,113,97.35,,,,110,113,97.35
Governor's Schools,SC GOVERNOR'S SCHOOL FOR SCIENCE AND MATHEMATICS,5395001,122,122,100.00,58,58,100.00,64,64,100.00,80,80,100.00,19,19,100.00,,,,-1,-1,-1.00,22,22,100.00,121,121,100.00,-1,-1,-1.00,105,105,100.00,17,17,100.00,122,122,100.00,,,,117,117,100.00,-1,-1,-1.00,,,,122,122,100.00,-1,-1,-1.00,121,121,100.00
Governor's Schools,DISTRICT NO CHARTER,5395888,122,122,100.00,58,58,100.00,64,64,100.00,80,80,100.00,19,19,100.00,,,,-1,-1,-1.00,22,22,100.00,121,121,100.00,-1,-1,-1.00,105,105,100.00,17,17,100.00,122,122,100.00,,,,117,117,100.00,-1,-1,-1.00,,,,122,122,100.00,-1,-1,-1.00,121,121,100.00
Governor's Schools,DISTRICT WITH CHARTER,5395999,122,122,100.00,58,58,100.00,64,64,100.00,80,80,100.00,19,19,100.00,,,,-1,-1,-1.00,22,22,100.00,121,121,100.00,-1,-1,-1.00,105,105,100.00,17,17,100.00,122,122,100.00,,,,117,117,100.00,-1,-1,-1.00,,,,122,122,100.00,-1,-1,-1.00,121,121,100.00
