ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,Report Card Type,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2022,"Florence School
District Five",Johnsonville Elementary School,2105047,E,160 East Marion Street,Johnsonville,SC,29555,PK-4,480,843-386-2955,jes.fsd5.org,Mirandi O. Squires,,,33
2022,"Florence School
District Five",Johnsonville Middle School,2105049,M,415 Maple Ave,Johnsonville,SC,29555,5-8,376,843-386-2066,https://jms.fsd5.org,Brian Goins,,,26
2022,"Florence School
District Five",Florence School District Five,2105999,D,156 East Marion Street,Johnsonville,SC,29555,PK-12,1201,843-386-2358,www.fsd5.org,Allana Prosser,Allana Prosser,"Josh
Timmons",85
2022,"Georgetown
County School
District",Andrews High School,2201001,H,"12890 County Line Road
",Andrews,SC,29510,9-12,498,843-264-3414,https://ahs.gcsd.k12.sc.us/,Toshawnka T. Mahone,,,38
2022,"Georgetown
County School
District",Georgetown High School,2201004,H,2500 Anthuan Maybank Drive,Georgetown,SC,29440,9-12,911,843-546-8516,https://ghs.gcsd.k12.sc.us/,Craig Stone,,,61
2022,"Georgetown
County School
District",Andrews Elementary School,2201008,E,13072 COUNTY LINE RD,ANDREWS,SC,29510,PK-5,729,843-264-3419,https://aes.gcsd.k12.sc.us/,Adrienne Watford,,,53
2022,"Georgetown
County School
District",Brown's Ferry Elementary School,2201009,E,7292 Brown's Ferry Rd.,Georgetown,SC,29440,PK-5,139,843-527-1325,http://bfe.gcsd.k12.sc.us,Tawanna N. Grant,,,13
2022,"Georgetown
County School
District",Pleasant Hill Elementary School,2201012,E,127 Schoolhouse Drive,Hemingway,SC,29554,PK-5,294,843-558-9417,https://phe.gcsd.k12.sc.us/,William T. Graham,,,21
2022,"Georgetown
County School
District",Georgetown Middle School,2201013,M,2400 Anthuan Maybank Drive,Georgetown,SC,29440,6-8,747,843-527-4495,gms.gcsd.k12.sc.us,Seth C. Hillman,,,47
2022,"Georgetown
County School
District",Kensington Elementary,2201014,E,49 Kershaw Place,Georgetown,SC,29440,PK-5,536,8433444284,https://kes.gcsd.k12.sc.us/,Maurice Cobb,,,38
2022,"Georgetown
County School
District",Maryville Elementary,2201015,E,"Maryville Elementary
2125 Poplar
Street",Georgetown,SC,29440,PK-5,439,843-546-8423,https://mes.gcsd.k12.sc.us/,Tonja Johnson,,,34
2022,"Georgetown
County School
District",Mcdonald Elementary,2201016,E,532 McDonald Road,Georgetown,SC,29440,PK-5,432,843-527-3485,https://mce.gcsd.k12.sc.us/home,Mack J. Burgess,,,32
2022,"Georgetown
County School
District",Plantersville Elementary,2201020,E,1668 Exodus Drive,Georgetown,SC,29440,PK-5,72,843-546-8453,https://pes.gcsd.k12.sc.us/home,Darryl Stanley,,,6
2022,"Georgetown
County School
District",Rosemary Middle School,2201022,M,12804 County Line Rd,Andrews,SC,29510,6-8,418,843-264-9780,https://rms.gcsd.k12.sc.us/,"LaTanya Brown
Goodson",,,28
2022,"Georgetown
County School
District",Sampit Elementary School,2201023,E,69 Woodland Avenue,Georgetown,SC,29440,PK-5,254,843-527-4411,ses.gcsd.k12.sc.us,Tara M. Ward,,,22
2022,"Georgetown
County School
District",Waccamaw Elementary School,2201024,P,1364 Waverly Road,"Pawleys Island, SC",SC,29585,PK-3,461,843-237-4233,https://wes.gcsd.k12.sc.us/home,Ashley Cameron,,,32
2022,"Georgetown
County School
District",Waccamaw High School,2201025,H,2412 Kings River Road,Pawleys Island,SC,29585,9-12,848,843-237-9899,whs.gcsd.k12.sc.us,Adam George,,,54
2022,"Georgetown
County School
District",Carvers Bay High,2201026,H,13002 Choppee Rd,Hemingway,SC,29554,9-12,364,843-558-6920,cbh.gcsd.k12.sc.us,Larry Odom,,,30
2022,"Georgetown
County School
District",Carvers Bay Midle,2201027,M,13000 Choppee Road,Hemingway,SC,29554,6-8,293,843-558-6930,https://cbm.gcsd.k12.sc.us/,Lee Glover,,,17
2022,"Georgetown
County School
District",Waccamaw Middle School,2201028,M,247 Wildcat Way,Pawleys Island,SC,29585,7-8,315,803-237-0106,https://wms.gcsd.k12.sc.us/,Ginny S Haynes,,,24
2022,"Georgetown
County School
District",Waccamaw Intermediate School,2201029,E,320 Wildcat Way,Pawleys Island,SC,29585,4-6,412,843-237-7071,https://wis.gcsd.k12.sc.us/,Travis Klatka,,,26
2022,"Georgetown
County School
District",Coastal Montessori Charter,2201601,E,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,211,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip""
Hennecy, Jr.",,,19
2022,"Georgetown
County School
District",Coastal Montessori Charter,2201601,M,111 Old Plantation Dr.,Pawleys Island,SC,29585,1-8,211,843-235-0413,https://coastalmontessoricharter.org/,"Robert L. ""Chip""
Hennecy, Jr.",,,19
2022,"Georgetown
County School
District",Georgetown County School District,2201999,D,2018 Church Street,Georgetown,SC,29440,PK-12,8373,8434367000,www.gcsd.k12.sc.us,Mr. Keith Price,Mr. Keith Price,"Dr. Arthur
Lance, Jr.",598
2022,"The School
District Of
Greenville
County",Berea High School,2301002,H,201 Burdine Drive,Greenville,SC,29617,9-12,1215,864-355-1600,https://www.greenville.k12.sc.us/bereah/,Mike Noel,,,71
2022,"The School
District Of
Greenville
County",Blue Ridge High School,2301003,H,2151 Fews Chapel Rd,Greer,SC,29651,9-12,1040,864-355-1800,https://www.greenville.k12.sc.us/bridgehs/,Reena Watson,,,57
2022,"The School
District Of
Greenville
County",Carolina High School,2301005,H,2725 Anderson Rd,Greenville,SC,29611,9-12,991,864-355-2300,https://www.greenville.k12.sc.us/carolina/,Michael B. Delaney,,,56
2022,"The School
District Of
Greenville
County",Eastside High School,2301006,H,1300 Brushy Creek Road,Taylors,SC,29687,9-12,1559,864-355-2800,https://www.greenville.k12.sc.us/eastside/,Tina Bishop,,,78
2022,"The School
District Of
Greenville
County","Greenville Senior High Academy Of Law,
Finance And Business",2301008,H,1 Vardry Street,Greenville,SC,29601,9-12,1634,864-355-5500,https://www.greenville.k12.sc.us/gvilleh/,Jason Warren,,,84
2022,"The School
District Of
Greenville
County",Greer High School,2301009,H,3000 East Gap Creek Road,Greer,SC,29651,9-12,1284,864-355-5700,www.greenville.k12.sc.us/greerhs,Justin Ludley,,,73
2022,"The School
District Of
Greenville
County",Wade Hampton High School,2301010,H,100 Pine Knoll Rd,Greenville,SC,29609,9-12,1826,864-355-0119,https://www.greenville.k12.sc.us/whhs/,Dr. Carlos Grant,,,92
2022,"The School
District Of
Greenville
County",Hillcrest Middle School,2301011,M,510 Garrison Road,Simpsonville,SC,29681,6-8,977,864-355-6100,https://www.greenville.k12.sc.us/hms/index.asp,William Price,,,56
2022,"The School
District Of
Greenville
County",Hillcrest High School,2301012,H,3665 S. Industrial Drive,Simpsonville,SC,29681,9-12,2287,8643553510,https://www.greenville.k12.sc.us/hillcrest/,Patrick Jarrett,,,109
2022,"The School
District Of
Greenville
County",J. L. Mann High School,2301013,H,160 Fairforest Way,Greenville,SC,29607,9-12,2033,(864) 355-6300,https://www.greenville.k12.sc.us/jlmann,Charles S. Mayfield,,,105
2022,"The School
District Of
Greenville
County",Mauldin High School,2301014,H,701 East Butler Road,Mauldin,SC,29662,9-12,2336,8643556500,https://www.greenville.k12.sc.us/mauldinh/,John Michael Peake,,,120
2022,"The School
District Of
Greenville
County",Riverside High School,2301017,H,794 Hammett Bridge Road,GREER,SC,29650,9-12,1810,8643557800,https://www.greenville.k12.sc.us/riverside/,Darah Huffman,,,89
2022,"The School
District Of
Greenville
County",Southside High School,2301018,H,6680 Frontage Road,Greenville,SC,29605,9-12,967,8643558710,https://www.greenville.k12.sc.us/shs/,Dr. Andre M. Dukes,,,56
2022,"The School
District Of
Greenville
County",Travelers Rest High School,2301020,H,301 N Main St,Travelers Rest,SC,29690,9-12,1255,8643550010,https://www.greenville.k12.sc.us/trest/,Woodrow Daniel Bruce,,,64
2022,"The School
District Of
Greenville
County",Woodmont High School,2301023,H,2831 West Georgia Road,Piedmont,SC,29673,9-12,2032,8643558604,https://www.greenville.k12.sc.us/wdmonth/,Joseph D. Foster,,,100
2022,"The School
District Of
Greenville
County",Bryson Middle School,2301024,M,3657 S. Industrial Drive,Simpsonville,SC,29681,6-8,878,864-355-2100,https://www.greenville.k12.sc.us/brysonm/,"Caroline
McCuen-Bohnenberger",,,48
2022,"The School
District Of
Greenville
County",Gateway Elementary School,2301027,E,200 Hawkins Road,Travelers Rest,SC,29690,PK-5,691,864-355-5200,www.greenville.k12.sc.us/gateway/,Susan Stubley,,,43
2022,"The School
District Of
Greenville
County",Alexander Elementary,2301028,E,1601 Bramlett Rd,Greenville,SC,29611,PK-5,382,8643551000,www.greenville.k12.sc.us/alexand/,Patricia Paul,,,36
2022,"The School
District Of
Greenville
County",Beck International Academy,2301029,M,901 Woodruff Rd,GREENVILLE,SC,29607,6-8,850,864-355-1400,https://www.greenville.k12.sc.us/beck/,Jennifer Meisten,,,53
2022,"The School
District Of
Greenville
County",Brook Glenn Elementary School,2301030,E,2003 East Lee Road,Taylors,SC,29687,PK-5,401,864-355-4700,https://www.facebook.com/brookglennelementary,Bernice M. Jackson,,,30
2022,"The School
District Of
Greenville
County",Armstrong Elementary School,2301031,E,8601 White Horse Road,Greenville,SC,29605,PK-5,385,864-355-1110,https://www.greenville.k12.sc.us/armstrng,Tracy S. Atkins,,,32
2022,"The School
District Of
Greenville
County",Augusta Circle Elementary,2301034,E,100 Winyah Street,Greenville,SC,29605,K-5,532,864-355-1200,https://www.greenville.k12.sc.us/acircle/,Mimi Melehes,,,34
2022,"The School
District Of
Greenville
County",Berea Elementary School,2301036,E,100 Berea Dr,Greenville,SC,29617,K-5,474,864-355-1500,"https://sites.google.com/greenvilleschools.us
/bereaelementary",Tom Miller,,,39
2022,"The School
District Of
Greenville
County",Bethel Elementary School,2301037,E,111 Bethel School Road,Simpsonville,SC,29681,K-5,900,864-355-4110,www.greenville.k12.sc.us/bethel,Matthew Critell,,,56
2022,"The School
District Of
Greenville
County",Blythe Academy Of Languages,2301038,E,100 Blythe Drive,Greenville,SC,29605,PK-5,809,864-355-4400,https://www.greenville.k12.sc.us/blythe/,Steven Sokohl,,,56
2022,"The School
District Of
Greenville
County",Brushy Creek Elementary School,2301039,E,1344 Brushy Creek Rd.,Taylors,SC,29687,PK-5,809,864-355-5400,www.greenville.k12.sc.us/bcreek,"Charles T. Davis, Jr.",,,48
2022,"The School
District Of
Greenville
County",Bryson Elementary School,2301040,E,703 Bryson Drive,Simpsonville,SC,29681,K-5,908,864-355-3610,https://www.greenville.k12.sc.us/brysone/,Andreya C. Boggs,,,53
2022,"The School
District Of
Greenville
County",Berea Middle School,2301042,M,"151 Berea Middle School 
",Greenville,SC,29617,6-8,826,864-355-1700,https://www.greenville.k12.sc.us/beream/,Corey Collington,,,60
2022,"The School
District Of
Greenville
County",Sue Cleveland Elementary Schoo,2301043,E,375 Woodmont School Rd Ext.,Piedmont,SC,29673,K-5,538,864-355-4200,https://www.greenville.k12.sc.us/sueclev/,Christie Earley,,,39
2022,"The School
District Of
Greenville
County","Sara Collins Elementary - Greenville
County Schools",2301044,E,1200 Parkins Mill Road,Greenville,SC,29607,K-5,850,864-355-3200,https://www.greenville.k12.sc.us/scollins/,Melissa Burns,,,56
2022,"The School
District Of
Greenville
County",Plain Elementary School,2301046,E,506 Neely Ferry Road,Simpsonville,SC,29680,K-5,947,864-355-7701,www.greenville.k12.sc.us/plaine,Debbie Mihalic,,,56
2022,"The School
District Of
Greenville
County",Crestview Elementary School,2301047,E,509 American Legion Rd.,Greer,SC,29651,PK-5,665,864-355-2600,www.greenville.k12.sc.us/crestv,David Langston,,,42
2022,"The School
District Of
Greenville
County",Duncan Chapel Elementary,2301051,E,210 Duncan Chapel Rd,Greenville,SC,29617,PK-5,591,864-355-2700,www.greenville.k12.sc.us/dchapel,Stephanie Lowry,,,43
2022,"The School
District Of
Greenville
County",Woodmont Middle School,2301052,M,325 N. Flat Rock Rd.,Piedmont,SC,29673,6-8,830,864-355-8500,www.greenville.k12.sc.us/wdmontm,Jennifer Mims Couch,,,49
2022,"The School
District Of
Greenville
County",East North Street Academy,2301054,E,1720 East North Street,Greenville,SC,29607,PK-5,729,864-355-2900,https://www.greenville.k12.sc.us/enorthst/,Dawn Hooker,,,55
2022,"The School
District Of
Greenville
County",Fork Shoals School,2301057,E,916 McKelvey Road,Pelzer,SC,29669,K-5,739,864-355-5000,www.greenville.k12.sc.us/forksh,Kim Reid,,,46
2022,"The School
District Of
Greenville
County",Fountain Inn Elementary School,2301058,E,608 Fairview Street,Fountain Inn,SC,29644,PK-5,836,864-355-5100,https://www.greenville.k12.sc.us/ftinn/,Stephanie B. Reese,,,49
2022,"The School
District Of
Greenville
County","Greenville Middle Academy Of Traditional
& Global Studies",2301059,M,339 Lowndes Avenue,Greenville,SC,29607,6-8,798,864-355-5600,www.greenville.k12.sc.us/gvillem,Y.C. (Nicky) Andrews,,,52
2022,"The School
District Of
Greenville
County",Greer Middle School,2301060,M,3032 E Gap Creek Rd.,Greer,SC,29651,6-8,1074,864-355-5810,https://www.greenville.k12.sc.us/greerms/,Stephanie Lackey,,,62
2022,"The School
District Of
Greenville
County",Hollis Academy,2301061,E,200 Goodrich St.,Greenville,SC,29611,PK-5,612,8643554800,https://www.greenville.k12.sc.us/hollise/,Sofia Tsambounieris,,,51
2022,"The School
District Of
Greenville
County","Hughes Academy Of Science And
Technology",2301062,M,122 Deoyley,Greenville,SC,29605,6-8,1017,8643556200,https://www.greenville.k12.sc.us/hughes/,Jordan Finlay,,,62
2022,"The School
District Of
Greenville
County",Lake Forest Elementary School,2301063,E,16 Berkshire Ave,Greenville,SC,29615,PK-5,763,8643554000,https://www.greenville.k12.sc.us/lforest/,Julie R. Cooke,,,54
2022,"The School
District Of
Greenville
County",Lakeview Middle School,2301066,M,3801 Old Buncombe Road,Greenville,SC,29617,6-8,791,864-355-6400,https://www.greenville.k12.sc.us/lakeview/,Nicole Puza,,,63
2022,"The School
District Of
Greenville
County",Mauldin Elementary,2301067,E,1194 Holland Road,Simpsonville,SC,29681,PK-5,958,864-355-3700,https://www.greenville.k12.sc.us/mauldine/,Jennifer Dodds,,,55
2022,"The School
District Of
Greenville
County",Mitchell Road Elementary,2301068,E,4124 E North St. Ext,Greenville,SC,29615,PK-5,579,864-355-6700,https://www.greenville.k12.sc.us/mitchell/,Amy Kern,,,39
2022,"The School
District Of
Greenville
County",Monaview Elementary School,2301069,E,10 Monaview Street,Greenville,SC,29617,PK-5,580,864.355.4300,https://www.greenville.k12.sc.us/monaview/,Damon M. Qualls,,,47
2022,"The School
District Of
Greenville
County",Mountain View Elementary,2301071,E,6350 Mountain View Road,Taylors,SC,29687,PK-5,748,8643556800,https://www.greenville.k12.sc.us/mtnview/,Jennifer N Gibson,,,47
2022,"The School
District Of
Greenville
County",Northwood Middle School,2301074,M,710 Ikes Road,Taylors,SC,29687,6-8,887,864-355-7000,https://www.greenville.k12.sc.us/northwd/,Treva Lee,,,54
2022,"The School
District Of
Greenville
County",Paris Elementary School,2301076,E,32 East Belvue Road,Taylors,SC,29687,PK-5,584,864-355-4260,www.greenville.k12.sc.us/parise,David G. Wise,,,37
2022,"The School
District Of
Greenville
County",Northwest Middle School,2301077,M,1606 Geer Hwy,Travelers Rst,SC,29690,6-8,860,8643556900,https://www.greenville.k12.sc.us/northwst/,Daniel Greene,,,47
2022,"The School
District Of
Greenville
County",League Academy Of Communication Arts,2301078,M,125 Twin Lake Road,Greenville SC,SC,29609,6-8,778,864-355-8100,https://www.greenville.k12.sc.us/league/,Mary Leslie Anderson,,,53
2022,"The School
District Of
Greenville
County",Pelham Road Elementary,2301079,E,100 All Star Way,Greenville,SC,29615,K-5,759,8643557610,https://www.greenville.k12.sc.us/pelham/,Kristy Qualls,,,47
2022,"The School
District Of
Greenville
County",Simpsonville Elementary,2301081,E,200 Morton Ave.,Simpsonville,SC,29681,PK-5,782,864-355-8300,www.greenville.k12.sc.us/simville,Jackie Earle,,,48
2022,"The School
District Of
Greenville
County",Skyland Elementary School,2301083,E,4221 Hwy 14 N,Greer,SC,29651,PK-5,734,864-355-7200,https://www.greenville.k12.sc.us/skyland/,Leah Stafford,,,45
2022,"The School
District Of
Greenville
County",Slater Marietta Elementary School,2301084,E,100 Baker Circle,Marietta,SC,29661,PK-5,353,8643552010,www.geenville.k12.sc.us/slaterma,George Champlin,,,28
2022,"The School
District Of
Greenville
County",Stone Academy,2301085,E,115 Randall Street,Greenville,SC,29609,K-5,550,864-355-8400,https://www.greenville.k12.sc.us/stone/,Suzanne Shouse,,,38
2022,"The School
District Of
Greenville
County",Sevier Middle School,2301086,M,1000 Piedmont Park Road,Greenville,SC,29609,6-8,739,864-355-8200,https://www.greenville.k12.sc.us/sevier/,Mr. Chad Maguire,,,45
2022,"The School
District Of
Greenville
County",Summit Drive Elementary,2301087,E,424 Summit Drive,Greenville,SC,29609,K-5,457,8643558810,https://www.greenville.k12.sc.us/sumdrive/,Kelly Hellams,,,32
2022,"The School
District Of
Greenville
County",Tanglewood Middle School,2301088,M,44 Marywoods Drive,Greenville,SC,29611,6-8,807,8643554510,https://www.greenville.k12.sc.us/twood/,Dr. Graysen Walles,,,59
2022,"The School
District Of
Greenville
County",Taylors Elementary School,2301089,E,809 Reid School Road,Taylors,SC,29687,K-5,765,864-355-7450,https://www.greenville.k12.sc.us/taylors/,Heather Dye,,,47
2022,"The School
District Of
Greenville
County",Tigerville Elementary,2301090,E,"25 Tigerville Elementary School
Road",Taylors,SC,29687,PK-5,277,864-355-4600,https://www.greenville.k12.sc.us/tigervil/,C. Diane Jackson,,,19
2022,"The School
District Of
Greenville
County",Buena Vista Elementary,2301093,E,310 S. Batesville Road,Greer,SC,29650,K-5,825,864-355-2200,https://www.greenville.k12.sc.us/bvista/,Dave Burgess,,,49
2022,"The School
District Of
Greenville
County",Welcome Elementary,2301095,E,36 East Welcome Road,Greenville,SC,29611,K-5,628,864-355-3900,https://www.greenville.k12.sc.us/welcome/,Mr. Wallace Cobbs,,,49
2022,"The School
District Of
Greenville
County",Westcliffe Elementary,2301098,E,105 Eastbourne Road,Greenville,SC,29611,PK-5,305,864-355-0300,https://www.greenville.k12.sc.us/westclif/,Beth Farmer,,,27
2022,"The School
District Of
Greenville
County",Woodland Elementary,2301099,E,1730 Gibbs Shoals Road,Greer,SC,29650,PK-5,1204,864-355-0400,www.greenville.k12.sc.us/woodland,Katrina Y. Miller,,,71
2022,"The School
District Of
Greenville
County",Ellen Woodside,2301100,E,9122 Augusta Rd,Pelzer,SC,29669,PK-5,842,8643554910,https://www.greenville.k12.sc.us/ellenw/,Shawn McCain,,,47
2022,"The School
District Of
Greenville
County",Greenbrier Elementary School,2301101,E,853 Log Shoals Road,Greenville,SC,29607,PK-5,858,864-355-5300,https://www.greenville.k12.sc.us/gbrier/,LeKeisha H. Brown,,,47
2022,"The School
District Of
Greenville
County",Grove Elementary School,2301104,E,1220 Old Grove Rd,Piedmont,SC,29680,K-5,644,8643555900,https://www.greenville.k12.sc.us/grove/,Joseph J. Stowe,,,50
2022,"The School
District Of
Greenville
County",Blue Ridge Middle School,2301106,M,2423 E. Tyger Bridge Rd.,Greer,SC,29651,6-8,911,864-355-1900,https://www.greenville.k12.sc.us/bridgems/,Karen Bullard,,,54
