DISTRICT,SCHOOL,BEDSCODE,H,GNUMERATOR_OVERALL,GDENOM_OVERALL,GPERCENT_OVERALL,GNUMERATOR_GENDER_M,GDENOM_GENDER_M,GPERCENT_GENDER_M,GNUMERATOR_GENDER_F,GDENOM_GENDER_F,GPERCENT_GENDER_F,GNUMERATOR_RACE_W,GDENOM_RACE_W,GPERCENT_RACE_W,GNUMERATOR_RACE_B,GDENOM_RACE_B,GPERCENT_RACE_B,GNUMERATOR_RACE_H,GDENOM_RACE_H,GPERCENT_RACE_H,GNUMERATOR_RACE_I,GDENOM_RACE_I,GPERCENT_RACE_I,GNUMERATOR_RACE_A,GDENOM_RACE_A,GPERCENT_RACE_A,GNUMERATOR_DISABLED_NO,GDENOM_DISABLED_NO,GPERCENT_DISABLED_NO,GNUMERATOR_DISABLED_YES,GDENOM_DISABLED_YES,GPERCENT_DISABLED_YES,GNUMERATOR_POVERTY_NO,GDENOM_POVERTY_NO,GPERCENT_POVERTY_NO,GNUMERATOR_POVERTY_YES,GDENOM_POVERTY_YES,GPERCENT_POVERTY_YES,GNUMERATOR_MIGRANT_NO,GDENOM_MIGRANT_NO,GPERCENT_MIGRANT_NO,GNUMERATOR_MIGRANT_YES,GDENOM_MIGRANT_YES,GPERCENT_MIGRANT_YES,GNUMERATOR_LEP_NO,GDENOM_LEP_NO,GPERCENT_LEP_NO,GNUMERATOR_LEP_YES,GDENOM_LEP_YES,GPERCENT_LEP_YES,GNUMERATOR_HOMELESS_YES,GDENOM_HOMELESS_YES,GPERCENT_HOMELESS_YES,GNUMERATOR_HOMELESS_NO,GDENOM_HOMELESS_NO,GPERCENT_HOMELESS_NO
YORK 4,DISTRICT NO CHARTER,4604888,,917,974,94.15,454,489,92.84,463,485,95.46,695,727,95.60,124,137,90.51,54,63,85.71,-1,-1,-1.00,42,45,93.33,862,891,96.75,55,83,66.27,748,768,97.40,162,176,92.05,917,974,94.15,,,,898,955,94.03,19,19,100.00,-1,-1,-1.00,913,969,94.22
YORK 4,DISTRICT WITH CHARTER,4604999,,917,974,94.15,454,489,92.84,463,485,95.46,695,727,95.60,124,137,90.51,54,63,85.71,-1,-1,-1.00,42,45,93.33,862,891,96.75,55,83,66.27,748,768,97.40,162,176,92.05,917,974,94.15,,,,898,955,94.03,19,19,100.00,-1,-1,-1.00,913,969,94.22
SC PUBLIC CHARTER DISTRICT,CALHOUN FALLS CHARTER SCHOOL,4701002,H,27,31,87.10,13,16,81.25,14,15,93.33,13,16,81.25,14,15,93.33,,,,,,,,,,27,31,87.10,,,,-1,-1,-1.00,17,18,94.44,27,31,87.10,,,,27,31,87.10,,,,-1,-1,-1.00,26,30,86.67
SC PUBLIC CHARTER DISTRICT,SC CONNECTIONS ACADEMY,4701003,H,364,593,61.38,125,237,52.74,237,354,66.95,295,479,61.59,38,63,60.32,13,26,50.00,6,12,50.00,10,10,100.00,338,537,62.94,26,56,46.43,207,252,82.14,117,175,66.86,364,593,61.38,,,,362,589,61.46,-1,-1,-1.00,3,13,23.08,361,580,62.24
SC PUBLIC CHARTER DISTRICT,SC VIRTUAL CHARTER SCHOOL,4701004,H,209,530,39.43,72,204,35.29,137,326,42.02,173,422,41.00,32,95,33.68,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,195,472,41.31,14,58,24.14,104,150,69.33,90,225,40.00,209,530,39.43,,,,209,530,39.43,,,,2,11,18.18,207,519,39.88
SC PUBLIC CHARTER DISTRICT,ODYSSEY ONLINE LEARNING SCHOOL,4701008,H,59,146,40.41,19,48,39.58,40,98,40.82,49,113,43.36,7,23,30.43,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,54,138,39.13,-1,-1,-1.00,29,51,56.86,18,54,33.33,59,146,40.41,,,,59,144,40.97,-1,-1,-1.00,-1,-1,-1.00,56,140,40.00
SC PUBLIC CHARTER DISTRICT,PALMETTO SCHOLARS ACADEMY,4701010,H,41,41,100.00,20,20,100.00,21,21,100.00,28,28,100.00,10,10,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,41,41,100.00,,,,30,30,100.00,11,11,100.00,41,41,100.00,,,,41,41,100.00,,,,-1,-1,-1.00,40,40,100.00
SC PUBLIC CHARTER DISTRICT,YORK PREPARATORY ACADEMY,4701011,H,89,96,92.71,45,50,90.00,44,46,95.65,66,69,95.65,16,20,80.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,85,91,93.41,-1,-1,-1.00,52,54,96.30,32,33,96.97,89,96,92.71,,,,88,95,92.63,-1,-1,-1.00,,,,89,96,92.71
SC PUBLIC CHARTER DISTRICT,SC WHITMORE SCHOOL,4701014,H,67,188,35.64,25,86,29.07,42,102,41.18,54,154,35.06,10,24,41.67,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,66,178,37.08,1,10,10.00,43,71,60.56,20,65,30.77,67,188,35.64,,,,67,186,36.02,-1,-1,-1.00,-1,-1,-1.00,67,183,36.61
SC PUBLIC CHARTER DISTRICT,ROYAL LIVE OAKS ACADEMY FOR THE ARTS AND SCIENCES CHARTER,4701015,H,18,22,81.82,8,10,80.00,10,12,83.33,-1,-1,-1.00,11,12,91.67,-1,-1,-1.00,,,,,,,18,21,85.71,-1,-1,-1.00,-1,-1,-1.00,14,17,82.35,18,22,81.82,,,,16,20,80.00,-1,-1,-1.00,-1,-1,-1.00,15,19,78.95
SC PUBLIC CHARTER DISTRICT,FOX CREEK CHARTER HIGH,4701020,H,137,145,94.48,80,86,93.02,57,59,96.61,109,113,96.46,24,26,92.31,-1,-1,-1.00,,,,-1,-1,-1.00,130,138,94.20,-1,-1,-1.00,93,94,98.94,38,41,92.68,137,145,94.48,,,,137,145,94.48,,,,,,,137,145,94.48
SC PUBLIC CHARTER DISTRICT,MIDLANDS MIDDLE COLLEGE,4701021,H,63,76,82.89,31,39,79.49,32,37,86.49,45,54,83.33,15,18,83.33,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,59,72,81.94,-1,-1,-1.00,29,34,85.29,32,38,84.21,63,76,82.89,,,,62,75,82.67,-1,-1,-1.00,-1,-1,-1.00,59,69,85.51
SC PUBLIC CHARTER DISTRICT,COASTAL LEADERSHIP ACADEMY,4701022,H,25,26,96.15,17,18,94.44,-1,-1,-1.00,21,22,95.45,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,25,26,96.15,,,,11,12,91.67,11,11,100.00,25,26,96.15,,,,24,25,96.00,-1,-1,-1.00,,,,25,26,96.15
SC PUBLIC CHARTER DISTRICT,LOWCOUNTRY LEADERSHIP CHARTER SCHOOL,4701023,H,29,31,93.55,19,21,90.48,10,10,100.00,15,17,88.24,11,11,100.00,-1,-1,-1.00,-1,-1,-1.00,,,,29,31,93.55,,,,20,21,95.24,-1,-1,-1.00,29,31,93.55,,,,28,30,93.33,-1,-1,-1.00,,,,29,31,93.55
SC PUBLIC CHARTER DISTRICT,CYBER ACADEMY OF SOUTH CAROLINA,4701024,H,52,153,33.99,12,58,20.69,40,95,42.11,42,114,36.84,7,26,26.92,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,50,135,37.04,2,18,11.11,23,26,88.46,29,48,60.42,52,153,33.99,,,,51,152,33.55,-1,-1,-1.00,2,14,14.29,50,139,35.97
SC PUBLIC CHARTER DISTRICT,SOUTH CAROLINA SCIENCE ACADEMY,4701028,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC PUBLIC CHARTER DISTRICT,GRAY COLLEGIATE ACADEMY,4701031,H,94,106,88.68,42,51,82.35,52,55,94.55,68,75,90.67,20,23,86.96,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,94,106,88.68,,,,61,66,92.42,29,31,93.55,94,106,88.68,,,,94,106,88.68,,,,-1,-1,-1.00,93,105,88.57
SC PUBLIC CHARTER DISTRICT,HIGH POINT ACADEMY,4701034,H,0,2,0.00,-1,-1,-1.00,,,,-1,-1,-1.00,,,,,,,,,,,,,-1,-1,-1.00,,,,-1,-1,-1.00,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00,-1,-1,-1.00,,,,-1,-1,-1.00
SC PUBLIC CHARTER DISTRICT,LOWCOUNTRY MONTESSORI SCHOOL,4701037,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC PUBLIC CHARTER DISTRICT,NEXT HIGH,4701039,H,10,13,76.92,7,10,70.00,-1,-1,-1.00,10,13,76.92,,,,,,,,,,,,,10,13,76.92,,,,-1,-1,-1.00,-1,-1,-1.00,10,13,76.92,,,,10,13,76.92,,,,,,,10,13,76.92
SC PUBLIC CHARTER DISTRICT,OCEANSIDE COLLEGIATE ACADEMY,4701041,H,15,17,88.24,10,11,90.91,-1,-1,-1.00,9,11,81.82,-1,-1,-1.00,,,,,,,,,,15,17,88.24,,,,9,10,90.00,-1,-1,-1.00,15,17,88.24,,,,15,17,88.24,,,,,,,15,17,88.24
SC PUBLIC CHARTER DISTRICT,GREENVILLE TECHNICAL CHARTER HIGH,4701043,H,89,91,97.80,42,42,100.00,47,49,95.92,70,72,97.22,14,14,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,81,83,97.59,-1,-1,-1.00,77,78,98.72,12,13,92.31,89,91,97.80,,,,88,90,97.78,-1,-1,-1.00,,,,89,91,97.80
SC PUBLIC CHARTER DISTRICT,DISTRICT NO CHARTER,4701888,,1390,2318,59.97,588,1017,57.82,800,1298,61.63,1073,1789,59.98,237,390,60.77,42,80,52.50,12,26,46.15,24,28,85.71,1319,2141,61.61,71,177,40.11,807,977,82.60,488,803,60.77,1390,2318,59.97,,,,1380,2299,60.03,10,19,52.63,20,62,32.26,1370,2256,60.73
SC PUBLIC CHARTER DISTRICT,DISTRICT WITH CHARTER,4701999,,1390,2318,59.97,588,1017,57.82,800,1298,61.63,1073,1789,59.98,237,390,60.77,42,80,52.50,12,26,46.15,24,28,85.71,1319,2141,61.61,71,177,40.11,807,977,82.60,488,803,60.77,1390,2318,59.97,,,,1380,2299,60.03,10,19,52.63,20,62,32.26,1370,2256,60.73
SC DEPARTMENT OF JUVENILE JUSTICE,WILLOW LANE SCHOOL,5208001,H,2,653,0.31,1,519,0.19,1,134,0.75,1,246,0.41,1,372,0.27,0,29,0.00,-1,-1,-1.00,-1,-1,-1.00,2,507,0.39,0,146,0.00,0,18,0.00,2,103,1.94,2,653,0.31,,,,2,643,0.31,0,10,0.00,0,28,0.00,2,625,0.32
GOVERNOR'S SCHOOLS,GOVERNOR'S SCHOOL FOR THE ARTS AND HUMANITIES,5364001,H,104,109,95.41,33,36,91.67,71,73,97.26,74,76,97.37,15,15,100.00,-1,-1,-1.00,,,,-1,-1,-1.00,104,109,95.41,,,,89,90,98.89,15,15,100.00,104,109,95.41,,,,104,109,95.41,,,,,,,104,109,95.41
GOVERNOR'S SCHOOLS,GOVERNOR'S SCHOOL FOR SCIENCE AND MATHEMATICS,5395001,H,132,132,100.00,66,66,100.00,66,66,100.00,86,86,100.00,15,15,100.00,-1,-1,-1.00,,,,22,22,100.00,132,132,100.00,,,,119,119,100.00,12,12,100.00,132,132,100.00,,,,132,132,100.00,,,,,,,132,132,100.00
STATEWIDE,DISTRICT WITH CHARTER,9999999,,45971,54364,84.56,22150,27403,80.83,23804,26942,88.35,25740,29971,85.88,16104,19438,82.85,2869,3538,81.09,245,321,76.32,991,1067,92.88,42764,48529,88.12,3207,5835,54.96,24150,25113,96.17,20390,23843,85.52,45967,54352,84.57,4,12,33.33,44302,52216,84.84,1669,2148,77.70,945,1490,63.42,45026,52874,85.16
